,loannumber,loanamount,totaldue,termdays,good_bad_flag,longitude_gps,latitude_gps,approval_time,creationdate_dow,additional_charges,is_referred,age,ploan_loanamount_mean,ploan_loanamount_min,ploan_loanamount_25%,ploan_loanamount_50%,ploan_loanamount_75%,ploan_loanamount_max,ploan_totaldue_mean,ploan_totaldue_min,ploan_totaldue_25%,ploan_totaldue_50%,ploan_totaldue_75%,ploan_totaldue_max,ploan_termdays_mean,ploan_termdays_min,ploan_termdays_25%,ploan_termdays_50%,ploan_termdays_75%,ploan_termdays_max,ploan_approval_time_mean,ploan_approval_time_min,ploan_approval_time_25%,ploan_approval_time_50%,ploan_approval_time_75%,ploan_approval_time_max,ploan_return_days_mean,ploan_return_days_min,ploan_return_days_25%,ploan_return_days_50%,ploan_return_days_75%,ploan_return_days_max,ploan_first_return_days_mean,ploan_first_return_days_min,ploan_first_return_days_25%,ploan_first_return_days_50%,ploan_first_return_days_75%,ploan_first_return_days_max,ploan_additional charges_mean_x,ploan_additional charges_min_x,ploan_additional charges_25%_x,ploan_additional charges_50%_x,ploan_additional charges_75%_x,ploan_additional charges_max_x,ploan_additional charges_mean_y,ploan_additional charges_min_y,ploan_additional charges_25%_y,ploan_additional charges_50%_y,ploan_additional charges_75%_y,ploan_additional charges_max_y,not_repaid_percentage,bank_account_type_Other,bank_account_type_Savings,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank,employment_status_clients_Permanent
10,2,10000.0,13000.0,30,0,7.1233193,4.8834997000000016,1.0,0,3000.0,0,34.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,13.0,13.0,13.0,13.0,13.0,13.0,1.0,1.0,1.0,1.0,1.0,1.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,100.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11,3,10000.0,13000.0,30,1,3.8210848,7.3326277,1.0,6,3000.0,0,29.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.0,1.0,1.0,1.0,1.0,1.0,23.0,9.0,16.0,23.0,30.0,37.0,-1.0,-8.0,-4.5,-1.0,2.5,6.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12,2,10000.0,11500.0,15,0,3.1727935,6.6832653,1.0,4,1500.0,0,52.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,27.0,27.0,27.0,27.0,27.0,27.0,2.0,2.0,2.0,2.0,2.0,2.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,11,40000.0,44000.0,30,0,3.3022556000000005,6.6368649999999985,1.0,1,4000.0,0,40.0,24000.0,10000.0,20000.0,25000.0,30000.0,40000.0,27720.0,13000.0,22375.0,29100.0,34400.0,44000.0,28.5,15.0,30.0,30.0,30.0,30.0,1.003,1.0,1.0,1.0,1.0,1.02,26.6,9.0,27.25,29.0,30.0,31.0,0.5,-2.0,-1.0,-1.0,1.75,5.0,3720.0,1900.0,3200.0,3900.0,4400.0,4500.0,3720.0,1900.0,3200.0,3900.0,4400.0,4500.0,40.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
14,13,40000.0,44000.0,30,0,3.3526543,6.4562089999999985,1.0,1,4000.0,0,38.0,21666.666666666668,10000.0,10000.0,20000.0,30000.0,40000.0,24575.0,11500.0,12625.0,21900.0,34400.0,44000.0,22.5,15.0,15.0,22.5,30.0,30.0,1.0875,1.0,1.0,1.0,1.0025,2.03,21.5,14.0,14.0,21.0,28.25,31.0,-0.3333333333333333,-1.0,-1.0,-1.0,0.0,3.0,2908.333333333333,1500.0,1800.0,2450.0,4400.0,4500.0,2908.333333333333,1500.0,1800.0,2450.0,4400.0,4500.0,33.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15,3,10000.0,13000.0,30,0,3.70037,7.3943183,1.0,4,3000.0,0,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,28.0,27.0,27.5,28.0,28.5,29.0,0.0,-1.0,-0.5,0.0,0.5,1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,50.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16,3,10000.0,11500.0,15,0,3.3718018,6.5169394,1.0,5,1500.0,0,36.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,14.0,19.5,25.0,30.5,36.0,-4.0,-7.0,-5.5,-4.0,-2.5,-1.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
17,2,10000.0,11500.0,15,1,3.3661119,6.597594900000002,1.0,0,1500.0,1,35.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,13.0,13.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18,15,40000.0,44000.0,30,0,3.4296003,6.4530244,1.0,2,4000.0,0,41.0,26428.571428571428,10000.0,20000.0,30000.0,30000.0,40000.0,29717.857142857138,11500.0,22250.0,34400.0,34400.0,44800.0,23.57142857142857,15.0,15.0,30.0,30.0,30.0,1.002857142857143,1.0,1.0,1.0,1.0,1.02,20.785714285714285,3.0,10.5,27.0,29.0,33.0,1.7142857142857142,-5.0,-1.0,0.5,3.5,12.0,3289.285714285714,1500.0,2250.0,4000.0,4400.0,4800.0,3289.285714285714,1500.0,2250.0,4000.0,4400.0,4800.0,64.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19,10,30000.0,34500.0,30,0,7.887637599999999,8.8351164,1.0,5,4500.0,0,31.0,20000.0,10000.0,10000.0,20000.0,30000.0,30000.0,22611.11111111111,11500.0,11500.0,21900.0,34400.0,34500.0,20.0,15.0,15.0,15.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,16.22222222222222,4.0,7.0,12.0,29.0,33.0,2.6666666666666665,-2.0,-1.0,1.0,6.0,11.0,2611.1111111111113,1500.0,1500.0,1900.0,4400.0,4500.0,2611.1111111111113,1500.0,1500.0,1900.0,4400.0,4500.0,67.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
20,3,10000.0,13000.0,30,0,3.345346,6.5617308,1.0,2,3000.0,1,39.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.01,1.0,1.005,1.01,1.015,1.02,22.5,16.0,19.25,22.5,25.75,29.0,6.0,-1.0,2.5,6.0,9.5,13.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
21,2,10000.0,11500.0,15,1,3.5246642,6.659242699999999,1.0,6,1500.0,1,24.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,100.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
22,7,25000.0,28750.0,30,0,7.1694297,9.2174068,1.0,3,3750.0,0,34.0,13333.333333333336,10000.0,10000.0,10000.0,17500.0,20000.0,15020.833333333336,11125.0,11500.0,11500.0,19562.5,22250.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0016666666666667,1.0,1.0,1.0,1.0,1.01,12.833333333333336,0.0,12.25,14.0,17.25,19.0,1.8333333333333333,-3.0,-1.75,-0.5,1.5,15.0,1687.5,1125.0,1500.0,1500.0,2062.5,2250.0,1687.5,1125.0,1500.0,1500.0,2062.5,2250.0,50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23,3,10000.0,13000.0,30,0,3.8701435,7.3979258,1.0,1,3000.0,0,35.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.0,1.0,1.0,1.0,1.0,1.0,21.5,14.0,17.75,21.5,25.25,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24,2,10000.0,13000.0,30,0,3.9809867,7.4239296,1.0,3,3000.0,0,29.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,25.0,25.0,25.0,25.0,25.0,25.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
25,3,10000.0,13000.0,30,0,3.3576300000000003,6.668355,1.0,1,3000.0,0,30.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,12250.0,11500.0,11875.0,12250.0,12625.0,13000.0,22.5,15.0,18.75,22.5,26.25,30.0,1.01,1.0,1.005,1.01,1.015,1.02,11.5,5.0,8.25,11.5,14.75,18.0,10.0,8.0,9.0,10.0,11.0,12.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,2250.0,1500.0,1875.0,2250.0,2625.0,3000.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
26,4,20000.0,24500.0,30,0,6.8004083,6.1594433,1.0,5,4500.0,0,25.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,12.666666666666664,10.0,11.5,13.0,14.0,15.0,2.333333333333333,-1.0,1.0,3.0,4.0,5.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,67.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
27,2,10000.0,11500.0,15,0,3.2205031,6.5319046,1.0,0,1500.0,1,33.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.02,1.02,1.02,1.02,1.02,1.02,9.0,9.0,9.0,9.0,9.0,9.0,5.0,5.0,5.0,5.0,5.0,5.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,100.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
28,5,20000.0,22250.0,15,0,3.479829,6.4489694,1.02,0,2250.0,0,31.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15500.0,11500.0,12625.0,13000.0,15875.0,24500.0,26.25,15.0,26.25,30.0,30.0,30.0,1.005,1.0,1.0,1.0,1.005,1.02,21.75,12.0,18.75,21.0,24.0,33.0,3.75,-4.0,2.0,5.5,7.25,8.0,3000.0,1500.0,2625.0,3000.0,3375.0,4500.0,3000.0,1500.0,2625.0,3000.0,3375.0,4500.0,75.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
29,6,10000.0,13000.0,30,1,3.2949858999999995,6.5386422,1.02,1,3000.0,0,22.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,48.2,26.0,47.0,48.0,56.0,64.0,-19.0,-34.0,-28.0,-18.0,-18.0,3.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,20.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
30,2,10000.0,13000.0,30,0,3.259777,6.5532982,1.0,3,3000.0,0,26.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.02,1.02,1.02,1.02,1.02,1.02,6.0,6.0,6.0,6.0,6.0,6.0,23.0,23.0,23.0,23.0,23.0,23.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
31,5,20000.0,24500.0,30,0,7.440147099999999,8.9494179,1.0,4,4500.0,0,41.0,12500.0,10000.0,10000.0,10000.0,12500.0,20000.0,15875.0,13000.0,13000.0,13000.0,15875.0,24500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.005,1.0,1.0,1.0,1.005,1.02,29.75,29.0,29.75,30.0,30.0,30.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3375.0,3000.0,3000.0,3000.0,3375.0,4500.0,3375.0,3000.0,3000.0,3000.0,3375.0,4500.0,0.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,10,20000.0,24500.0,30,0,3.4085368,6.4281638,1.0,4,4500.0,0,32.0,13333.333333333336,10000.0,10000.0,10000.0,20000.0,20000.0,16211.111111111111,11500.0,13000.0,13000.0,21900.0,24500.0,25.0,15.0,15.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,24.33333333333333,12.0,22.0,24.0,30.0,34.0,-0.1111111111111111,-10.0,-1.0,-1.0,2.0,6.0,2877.777777777778,1500.0,1900.0,3000.0,3000.0,4500.0,2877.777777777778,1500.0,1900.0,3000.0,3000.0,4500.0,44.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
33,4,20000.0,24500.0,30,0,3.2934205000000003,6.640063900000001,1.02,4,4500.0,0,35.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,29.0,29.0,29.0,29.0,29.0,29.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,0.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34,2,10000.0,13000.0,30,0,4.5649533,7.7831199999999985,1.02,4,3000.0,0,44.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,11500.0,11500.0,11500.0,11500.0,11500.0,11500.0,15.0,15.0,15.0,15.0,15.0,15.0,1.0,1.0,1.0,1.0,1.0,1.0,25.0,25.0,25.0,25.0,25.0,25.0,-11.0,-11.0,-11.0,-11.0,-11.0,-11.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,1500.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
35,5,20000.0,22250.0,15,0,5.6140915,6.3906691,1.0,0,2250.0,0,24.0,15000.0,10000.0,10000.0,15000.0,20000.0,20000.0,18750.0,13000.0,13000.0,18750.0,24500.0,24500.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,27.5,24.0,25.5,26.5,28.5,33.0,2.0,-2.0,1.0,2.5,3.5,5.0,3750.0,3000.0,3000.0,3750.0,4500.0,4500.0,3750.0,3000.0,3000.0,3750.0,4500.0,4500.0,75.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,2,10000.0,13000.0,30,0,3.3594053999999995,6.6056089999999985,1.0,5,3000.0,1,29.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,13000.0,13000.0,13000.0,13000.0,13000.0,13000.0,30.0,30.0,30.0,30.0,30.0,30.0,1.0,1.0,1.0,1.0,1.0,1.0,24.0,24.0,24.0,24.0,24.0,24.0,5.0,5.0,5.0,5.0,5.0,5.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,3000.0,100.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
